model,split,cell_line_display,density_bin,gt_count,pred_count,abs_error,signed_error,gt_count_plot,pred_count_plot
Label Engine,train,NCI-H716,150-299,273,227,46,-46,274,228
Label Engine,train,NCI-H2170,150-299,274,248,26,-26,275,249
Label Engine,test,NCI-H2170,150-299,274,257,17,-17,275,258
Label Engine,train,NCI-H2170,150-299,274,263,11,-11,275,264
Label Engine,train,NCI-H2170,150-299,274,209,65,-65,275,210
Label Engine,train,NCI-H716,150-299,274,147,127,-127,275,148
Label Engine,val,SNU16,150-299,274,50,224,-224,275,51
Label Engine,train,NCI-H2170,150-299,276,252,24,-24,277,253
Label Engine,train,NCI-H2170,150-299,277,294,17,17,278,295
Label Engine,test,NCI-H2170,150-299,278,244,34,-34,279,245
Label Engine,train,NCI-H2170,150-299,278,253,25,-25,279,254
Label Engine,train,SNU16,150-299,279,40,239,-239,280,41
Label Engine,train,NCI-H2170,150-299,280,270,10,-10,281,271
Label Engine,val,NCI-H2170,150-299,281,280,1,-1,282,281
Label Engine,val,NCI-H2170,150-299,281,271,10,-10,282,272
Label Engine,val,NCI-H2170,150-299,281,273,8,-8,282,274
Label Engine,train,NCI-H716,150-299,281,196,85,-85,282,197
Label Engine,train,NCI-H2170,150-299,282,289,7,7,283,290
Label Engine,train,NCI-H2170,150-299,282,280,2,-2,283,281
Label Engine,train,NCI-H2170,150-299,283,282,1,-1,284,283
Label Engine,train,NCI-H2170,150-299,283,304,21,21,284,305
Label Engine,train,NCI-H2170,150-299,283,222,61,-61,284,223
Label Engine,test,NCI-H2170,150-299,284,315,31,31,285,316
Label Engine,train,NCI-H2170,150-299,284,293,9,9,285,294
Label Engine,train,NCI-H2170,150-299,285,289,4,4,286,290
Label Engine,train,NCI-H2170,150-299,286,240,46,-46,287,241
Label Engine,train,SNU16,150-299,286,194,92,-92,287,195
Label Engine,train,NCI-H2170,150-299,287,293,6,6,288,294
Label Engine,train,NCI-H2170,150-299,287,246,41,-41,288,247
Label Engine,train,NCI-H2170,150-299,288,265,23,-23,289,266
Label Engine,train,NCI-H2170,150-299,289,309,20,20,290,310
Label Engine,train,SNU16,150-299,289,162,127,-127,290,163
Label Engine,train,NCI-H2170,150-299,290,277,13,-13,291,278
Label Engine,train,NCI-H2170,150-299,291,256,35,-35,292,257
Label Engine,train,NCI-H2170,150-299,291,176,115,-115,292,177
Label Engine,train,NCI-H716,150-299,291,133,158,-158,292,134
Label Engine,train,NCI-H2170,150-299,292,284,8,-8,293,285
Label Engine,train,NCI-H2170,150-299,292,285,7,-7,293,286
Label Engine,train,NCI-H2170,150-299,292,274,18,-18,293,275
Label Engine,test,NCI-H2170,150-299,296,303,7,7,297,304
Label Engine,test,NCI-H2170,150-299,296,271,25,-25,297,272
Label Engine,val,NCI-H2170,150-299,296,329,33,33,297,330
Label Engine,train,NCI-H2170,150-299,297,315,18,18,298,316
Label Engine,train,SNU16,150-299,297,184,113,-113,298,185
Label Engine,train,NCI-H2170,150-299,299,298,1,-1,300,299
Label Engine,test,NCI-H2170,150-299,299,313,14,14,300,314
Label Engine,train,NCI-H2170,150-299,299,270,29,-29,300,271
Label Engine,test,NCI-H2170,300+,300,296,4,-4,301,297
Label Engine,train,SNU16,300+,301,81,220,-220,302,82
Label Engine,test,NCI-H2170,300+,302,287,15,-15,303,288
Label Engine,val,NCI-H2170,300+,302,234,68,-68,303,235
Label Engine,val,NCI-H2170,300+,303,247,56,-56,304,248
Label Engine,train,SNU16,300+,303,299,4,-4,304,300
Label Engine,train,NCI-H2170,300+,305,321,16,16,306,322
Label Engine,train,NCI-H2170,300+,307,300,7,-7,308,301
Label Engine,train,NCI-H2170,300+,307,282,25,-25,308,283
Label Engine,test,NCI-H2170,300+,308,285,23,-23,309,286
Label Engine,train,NCI-H2170,300+,308,253,55,-55,309,254
Label Engine,test,SNU16,300+,309,407,98,98,310,408
Label Engine,train,SNU16,300+,311,133,178,-178,312,134
Label Engine,train,SNU16,300+,313,123,190,-190,314,124
Label Engine,train,SNU16,300+,313,70,243,-243,314,71
Label Engine,train,NCI-H2170,300+,314,279,35,-35,315,280
Label Engine,train,NCI-H2170,300+,314,290,24,-24,315,291
Label Engine,train,NCI-H2170,300+,314,276,38,-38,315,277
Label Engine,val,NCI-H2170,300+,314,218,96,-96,315,219
Label Engine,test,NCI-H2170,300+,316,303,13,-13,317,304
Label Engine,train,SNU16,300+,317,287,30,-30,318,288
Label Engine,train,NCI-H2170,300+,318,346,28,28,319,347
Label Engine,train,NCI-H2170,300+,318,234,84,-84,319,235
Label Engine,test,NCI-H2170,300+,318,281,37,-37,319,282
Label Engine,train,NCI-H2170,300+,319,226,93,-93,320,227
Label Engine,train,SNU16,300+,320,311,9,-9,321,312
Label Engine,train,SNU16,300+,321,825,504,504,322,826
Label Engine,train,NCI-H716,300+,322,155,167,-167,323,156
Label Engine,train,NCI-H2170,300+,323,200,123,-123,324,201
Label Engine,train,NCI-H2170,300+,323,308,15,-15,324,309
Label Engine,val,NCI-H2170,300+,324,316,8,-8,325,317
Label Engine,test,SNU16,300+,324,218,106,-106,325,219
Label Engine,train,NCI-H2170,300+,325,320,5,-5,326,321
Label Engine,test,SNU16,300+,325,241,84,-84,326,242
Label Engine,train,NCI-H2170,300+,328,308,20,-20,329,309
Label Engine,test,NCI-H2170,300+,328,255,73,-73,329,256
Label Engine,train,NCI-H2170,300+,329,403,74,74,330,404
Label Engine,train,NCI-H2170,300+,329,305,24,-24,330,306
Label Engine,train,NCI-H2170,300+,329,331,2,2,330,332
Label Engine,test,NCI-H2170,300+,330,309,21,-21,331,310
Label Engine,train,NCI-H2170,300+,332,304,28,-28,333,305
Label Engine,train,NCI-H2170,300+,333,303,30,-30,334,304
Label Engine,train,NCI-H2170,300+,335,304,31,-31,336,305
Label Engine,train,NCI-H2170,300+,337,341,4,4,338,342
Label Engine,train,NCI-H2170,300+,339,341,2,2,340,342
Label Engine,test,NCI-H2170,300+,340,360,20,20,341,361
Label Engine,test,NCI-H2170,300+,341,325,16,-16,342,326
Label Engine,test,NCI-H2170,300+,341,321,20,-20,342,322
Label Engine,train,SNU16,300+,341,255,86,-86,342,256
Label Engine,val,NCI-H2170,300+,343,334,9,-9,344,335
Label Engine,train,NCI-H2170,300+,344,347,3,3,345,348
Label Engine,train,NCI-H2170,300+,348,217,131,-131,349,218
Label Engine,train,NCI-H2170,300+,349,317,32,-32,350,318
Label Engine,train,NCI-H716,300+,349,287,62,-62,350,288
Label Engine,train,NCI-H2170,300+,350,400,50,50,351,401
Label Engine,train,NCI-H716,300+,350,214,136,-136,351,215
Label Engine,val,NCI-H2170,300+,352,277,75,-75,353,278
Label Engine,train,NCI-H2170,300+,354,342,12,-12,355,343
Label Engine,train,NCI-H2170,300+,355,341,14,-14,356,342
Label Engine,test,NCI-H2170,300+,358,389,31,31,359,390
Label Engine,train,NCI-H2170,300+,359,323,36,-36,360,324
Label Engine,val,NCI-H2170,300+,359,399,40,40,360,400
Label Engine,train,NCI-H2170,300+,362,335,27,-27,363,336
Label Engine,test,NCI-H2170,300+,365,328,37,-37,366,329
Label Engine,val,SNU16,300+,366,267,99,-99,367,268
Label Engine,val,NCI-H2170,300+,368,289,79,-79,369,290
Label Engine,train,NCI-H716,300+,368,237,131,-131,369,238
Label Engine,train,SNU16,300+,368,227,141,-141,369,228
Label Engine,train,NCI-H716,300+,369,257,112,-112,370,258
Label Engine,train,NCI-H2170,300+,370,339,31,-31,371,340
Label Engine,train,SNU16,300+,370,233,137,-137,371,234
Label Engine,train,NCI-H2170,300+,371,363,8,-8,372,364
Label Engine,train,SNU16,300+,372,241,131,-131,373,242
Label Engine,train,NCI-H2170,300+,373,383,10,10,374,384
Label Engine,train,SNU16,300+,374,284,90,-90,375,285
Label Engine,train,NCI-H2170,300+,375,378,3,3,376,379
Label Engine,train,NCI-H2170,300+,375,365,10,-10,376,366
Label Engine,train,NCI-H2170,300+,375,404,29,29,376,405
Label Engine,test,NCI-H2170,300+,375,352,23,-23,376,353
Label Engine,train,NCI-H2170,300+,376,368,8,-8,377,369
Label Engine,train,SNU16,300+,376,362,14,-14,377,363
Label Engine,train,NCI-H2170,300+,378,368,10,-10,379,369
Label Engine,val,NCI-H2170,300+,378,339,39,-39,379,340
Label Engine,val,SNU16,300+,380,226,154,-154,381,227
Label Engine,train,NCI-H2170,300+,382,395,13,13,383,396
Label Engine,val,SNU16,300+,382,506,124,124,383,507
Label Engine,train,NCI-H716,300+,386,214,172,-172,387,215
Label Engine,train,NCI-H2170,300+,390,378,12,-12,391,379
Label Engine,train,NCI-H2170,300+,390,269,121,-121,391,270
Label Engine,train,NCI-H2170,300+,391,418,27,27,392,419
Label Engine,train,SNU16,300+,392,277,115,-115,393,278
Label Engine,train,SNU16,300+,394,203,191,-191,395,204
Label Engine,train,NCI-H2170,300+,395,373,22,-22,396,374
Label Engine,test,NCI-H2170,300+,396,412,16,16,397,413
Label Engine,train,NCI-H2170,300+,396,329,67,-67,397,330
Label Engine,train,NCI-H2170,300+,396,340,56,-56,397,341
Label Engine,train,NCI-H2170,300+,398,472,74,74,399,473
Label Engine,test,NCI-H2170,300+,400,336,64,-64,401,337
Label Engine,train,NCI-H2170,300+,402,378,24,-24,403,379
Label Engine,train,NCI-H2170,300+,402,389,13,-13,403,390
Label Engine,val,NCI-H2170,300+,402,380,22,-22,403,381
Label Engine,test,NCI-H2170,300+,403,395,8,-8,404,396
Label Engine,train,NCI-H2170,300+,404,396,8,-8,405,397
Label Engine,test,NCI-H2170,300+,406,218,188,-188,407,219
Label Engine,train,NCI-H2170,300+,406,322,84,-84,407,323
Label Engine,train,NCI-H2170,300+,407,348,59,-59,408,349
Label Engine,test,NCI-H2170,300+,411,393,18,-18,412,394
Label Engine,train,NCI-H2170,300+,413,390,23,-23,414,391
Label Engine,train,SNU16,300+,413,385,28,-28,414,386
Label Engine,val,SNU16,300+,415,112,303,-303,416,113
Label Engine,train,NCI-H2170,300+,418,438,20,20,419,439
Label Engine,train,NCI-H2170,300+,419,302,117,-117,420,303
Label Engine,test,SNU16,300+,422,302,120,-120,423,303
Label Engine,train,NCI-H2170,300+,425,442,17,17,426,443
Label Engine,val,SNU16,300+,426,307,119,-119,427,308
Label Engine,val,NCI-H2170,300+,430,406,24,-24,431,407
Label Engine,train,NCI-H2170,300+,431,417,14,-14,432,418
Label Engine,train,SNU16,300+,433,228,205,-205,434,229
Label Engine,train,NCI-H2170,300+,434,409,25,-25,435,410
Label Engine,train,SNU16,300+,434,241,193,-193,435,242
Label Engine,train,NCI-H2170,300+,436,387,49,-49,437,388
Label Engine,train,NCI-H2170,300+,438,370,68,-68,439,371
Label Engine,train,NCI-H2170,300+,438,402,36,-36,439,403
Label Engine,train,NCI-H2170,300+,441,439,2,-2,442,440
Label Engine,val,NCI-H2170,300+,442,472,30,30,443,473
Label Engine,train,SNU16,300+,444,86,358,-358,445,87
Label Engine,test,NCI-H2170,300+,445,363,82,-82,446,364
Label Engine,test,NCI-H2170,300+,446,457,11,11,447,458
Label Engine,train,NCI-H2170,300+,446,434,12,-12,447,435
Label Engine,val,NCI-H2170,300+,451,366,85,-85,452,367
Label Engine,train,NCI-H2170,300+,453,469,16,16,454,470
Label Engine,train,NCI-H2170,300+,456,461,5,5,457,462
Label Engine,train,NCI-H2170,300+,458,427,31,-31,459,428
Label Engine,train,SNU16,300+,459,238,221,-221,460,239
Label Engine,train,NCI-H2170,300+,460,419,41,-41,461,420
Label Engine,train,NCI-H2170,300+,462,408,54,-54,463,409
Label Engine,train,NCI-H716,300+,468,401,67,-67,469,402
Label Engine,train,SNU16,300+,471,382,89,-89,472,383
Label Engine,test,NCI-H2170,300+,472,351,121,-121,473,352
Label Engine,val,NCI-H2170,300+,473,412,61,-61,474,413
Label Engine,train,NCI-H2170,300+,475,395,80,-80,476,396
Label Engine,train,NCI-H2170,300+,478,274,204,-204,479,275
Label Engine,test,NCI-H2170,300+,478,468,10,-10,479,469
Label Engine,train,NCI-H2170,300+,479,450,29,-29,480,451
Label Engine,train,SNU16,300+,481,121,360,-360,482,122
Label Engine,train,NCI-H2170,300+,489,464,25,-25,490,465
Label Engine,train,NCI-H2170,300+,491,490,1,-1,492,491
Label Engine,train,NCI-H2170,300+,495,420,75,-75,496,421
Label Engine,train,NCI-H2170,300+,497,459,38,-38,498,460
Label Engine,train,NCI-H2170,300+,497,439,58,-58,498,440
Label Engine,train,NCI-H2170,300+,498,465,33,-33,499,466
Label Engine,test,SNU16,300+,499,119,380,-380,500,120
Label Engine,train,NCI-H2170,300+,503,461,42,-42,504,462
Label Engine,train,NCI-H2170,300+,504,493,11,-11,505,494
Label Engine,train,NCI-H2170,300+,505,517,12,12,506,518
Label Engine,train,NCI-H2170,300+,506,446,60,-60,507,447
Label Engine,train,NCI-H2170,300+,513,471,42,-42,514,472
Label Engine,train,NCI-H2170,300+,517,471,46,-46,518,472
Label Engine,val,NCI-H2170,300+,520,465,55,-55,521,466
Label Engine,train,NCI-H2170,300+,520,515,5,-5,521,516
Label Engine,test,NCI-H2170,300+,521,484,37,-37,522,485
Label Engine,train,NCI-H2170,300+,523,474,49,-49,524,475
Label Engine,val,NCI-H2170,300+,526,505,21,-21,527,506
Label Engine,train,SNU16,300+,527,271,256,-256,528,272
Label Engine,train,NCI-H2170,300+,534,525,9,-9,535,526
Label Engine,train,NCI-H2170,300+,536,443,93,-93,537,444
Label Engine,test,NCI-H2170,300+,539,549,10,10,540,550
Label Engine,val,NCI-H2170,300+,557,492,65,-65,558,493
Label Engine,test,NCI-H2170,300+,559,580,21,21,560,581
Label Engine,train,NCI-H2170,300+,560,538,22,-22,561,539
Label Engine,val,NCI-H2170,300+,567,519,48,-48,568,520
Label Engine,train,NCI-H2170,300+,572,574,2,2,573,575
Label Engine,train,NCI-H2170,300+,574,515,59,-59,575,516
Label Engine,train,NCI-H2170,300+,589,560,29,-29,590,561
Label Engine,train,NCI-H2170,300+,597,555,42,-42,598,556
Label Engine,train,NCI-H2170,300+,597,525,72,-72,598,526
Label Engine,train,NCI-H2170,300+,604,571,33,-33,605,572
Label Engine,train,NCI-H2170,300+,604,624,20,20,605,625
Label Engine,train,NCI-H2170,300+,611,567,44,-44,612,568
Label Engine,train,NCI-H2170,300+,611,579,32,-32,612,580
Label Engine,train,NCI-H2170,300+,613,615,2,2,614,616
Label Engine,train,SNU16,300+,635,480,155,-155,636,481
Label Engine,train,SNU16,300+,637,586,51,-51,638,587
Label Engine,test,NCI-H2170,300+,642,578,64,-64,643,579
Label Engine,train,SNU16,300+,663,376,287,-287,664,377
Label Engine,train,NCI-H2170,300+,664,555,109,-109,665,556
Label Engine,train,SNU16,300+,664,511,153,-153,665,512
Label Engine,test,SNU16,300+,670,410,260,-260,671,411
Label Engine,train,NCI-H2170,300+,676,682,6,6,677,683
Label Engine,val,SNU16,300+,705,404,301,-301,706,405
Label Engine,train,NCI-H2170,300+,742,661,81,-81,743,662
Label Engine,val,NCI-H2170,300+,763,766,3,3,764,767
Label Engine,train,NCI-H2170,300+,769,757,12,-12,770,758
Label Engine,train,NCI-H2170,300+,783,663,120,-120,784,664
Label Engine,train,NCI-H2170,300+,801,773,28,-28,802,774
Label Engine,train,NCI-H2170,300+,829,824,5,-5,830,825
Label Engine,train,NCI-H2170,300+,832,880,48,48,833,881
Label Engine,val,NCI-H2170,300+,835,754,81,-81,836,755
Label Engine,train,NCI-H2170,300+,843,859,16,16,844,860
Label Engine,train,NCI-H2170,300+,862,728,134,-134,863,729
Label Engine,val,NCI-H2170,300+,867,866,1,-1,868,867
Label Engine,train,NCI-H2170,300+,909,826,83,-83,910,827
Label Engine,test,NCI-H2170,300+,912,871,41,-41,913,872
Label Engine,train,SNU16,300+,990,591,399,-399,991,592
Label Engine,train,SNU16,300+,1231,113,1118,-1118,1232,114
Label Engine,train,NCI-H2170,300+,1687,1641,46,-46,1688,1642
ecSeg,train,COLO320DM,0-9,1,10,9,9,2,11
ecSeg,train,COLO320DM,0-9,4,1,3,-3,5,2
ecSeg,test,COLO320DM,0-9,4,16,12,12,5,17
ecSeg,train,COLO320DM,0-9,4,2,2,-2,5,3
ecSeg,val,COLO320DM,0-9,4,9,5,5,5,10
ecSeg,train,COLO320DM,0-9,7,0,7,-7,8,1
ecSeg,val,NCI-H2170,0-9,9,1,8,-8,10,2
ecSeg,train,COLO320DM,10-49,10,20,10,10,11,21
ecSeg,train,COLO320DM,10-49,12,2,10,-10,13,3
ecSeg,val,COLO320DM,10-49,13,0,13,-13,14,1
ecSeg,train,COLO320DM,10-49,15,0,15,-15,16,1
ecSeg,train,COLO320DM,10-49,15,1,14,-14,16,2
ecSeg,train,NCI-H2170,10-49,15,34,19,19,16,35
ecSeg,test,NCI-H2170,10-49,15,0,15,-15,16,1
ecSeg,train,COLO320DM,10-49,16,2,14,-14,17,3
ecSeg,train,NCI-H2170,10-49,16,0,16,-16,17,1
ecSeg,val,NCI-H2170,10-49,17,9,8,-8,18,10
ecSeg,val,COLO320DM,10-49,18,17,1,-1,19,18
ecSeg,train,NCI-H2170,10-49,18,15,3,-3,19,16
ecSeg,train,COLO320DM,10-49,22,3,19,-19,23,4
ecSeg,test,COLO320DM,10-49,22,1,21,-21,23,2
ecSeg,train,NCI-H2170,10-49,22,20,2,-2,23,21
ecSeg,train,COLO320DM,10-49,23,5,18,-18,24,6
ecSeg,test,COLO320DM,10-49,24,2,22,-22,25,3
ecSeg,train,NCI-H2170,10-49,24,0,24,-24,25,1
ecSeg,train,NCI-H2170,10-49,24,3,21,-21,25,4
ecSeg,val,NCI-H2170,10-49,24,19,5,-5,25,20
ecSeg,train,COLO320DM,10-49,26,0,26,-26,27,1
ecSeg,train,NCI-H2170,10-49,26,6,20,-20,27,7
ecSeg,train,COLO320DM,10-49,27,0,27,-27,28,1
ecSeg,train,NCI-H2170,10-49,27,0,27,-27,28,1
ecSeg,train,NCI-H2170,10-49,27,3,24,-24,28,4
ecSeg,train,COLO320DM,10-49,30,15,15,-15,31,16
ecSeg,train,COLO320DM,10-49,30,24,6,-6,31,25
ecSeg,train,NCI-H2170,10-49,30,25,5,-5,31,26
ecSeg,test,COLO320DM,10-49,31,2,29,-29,32,3
ecSeg,test,COLO320DM,10-49,32,0,32,-32,33,1
ecSeg,train,COLO320DM,10-49,32,9,23,-23,33,10
ecSeg,train,NCI-H2170,10-49,32,7,25,-25,33,8
ecSeg,val,NCI-H2170,10-49,33,10,23,-23,34,11
ecSeg,train,COLO320DM,10-49,34,0,34,-34,35,1
ecSeg,train,NCI-H2170,10-49,34,19,15,-15,35,20
ecSeg,train,COLO320DM,10-49,35,16,19,-19,36,17
ecSeg,train,NCI-H2170,10-49,35,16,19,-19,36,17
ecSeg,val,NCI-H2170,10-49,35,3,32,-32,36,4
ecSeg,train,NCI-H2170,10-49,35,7,28,-28,36,8
ecSeg,val,NCI-H2170,10-49,35,4,31,-31,36,5
ecSeg,train,COLO320DM,10-49,36,32,4,-4,37,33
ecSeg,test,NCI-H2170,10-49,36,18,18,-18,37,19
ecSeg,train,NCI-H2170,10-49,36,0,36,-36,37,1
ecSeg,train,COLO320DM,10-49,37,3,34,-34,38,4
ecSeg,test,NCI-H2170,10-49,38,3,35,-35,39,4
ecSeg,train,COLO320DM,10-49,39,0,39,-39,40,1
ecSeg,train,NCI-H2170,10-49,39,30,9,-9,40,31
ecSeg,val,COLO320DM,10-49,40,0,40,-40,41,1
ecSeg,test,NCI-H2170,10-49,40,0,40,-40,41,1
ecSeg,train,NCI-H2170,10-49,40,7,33,-33,41,8
ecSeg,train,COLO320DM,10-49,41,11,30,-30,42,12
ecSeg,test,COLO320DM,10-49,41,0,41,-41,42,1
ecSeg,train,NCI-H2170,10-49,41,33,8,-8,42,34
ecSeg,train,NCI-H2170,10-49,41,3,38,-38,42,4
ecSeg,train,NCI-H2170,10-49,41,9,32,-32,42,10
ecSeg,train,NCI-H2170,10-49,42,64,22,22,43,65
ecSeg,train,NCI-H2170,10-49,43,17,26,-26,44,18
ecSeg,train,NCI-H2170,10-49,43,0,43,-43,44,1
ecSeg,train,NCI-H2170,10-49,43,8,35,-35,44,9
ecSeg,train,COLO320DM,10-49,44,20,24,-24,45,21
ecSeg,train,NCI-H2170,10-49,44,39,5,-5,45,40
ecSeg,test,NCI-H2170,10-49,44,4,40,-40,45,5
ecSeg,train,COLO320DM,10-49,45,0,45,-45,46,1
ecSeg,train,COLO320DM,10-49,45,5,40,-40,46,6
ecSeg,train,NCI-H2170,10-49,45,47,2,2,46,48
ecSeg,train,COLO320DM,10-49,46,10,36,-36,47,11
ecSeg,test,NCI-H2170,10-49,46,82,36,36,47,83
ecSeg,val,NCI-H2170,10-49,46,24,22,-22,47,25
ecSeg,train,NCI-H2170,10-49,46,0,46,-46,47,1
ecSeg,train,NCI-H2170,10-49,46,22,24,-24,47,23
ecSeg,train,COLO320DM,10-49,47,11,36,-36,48,12
ecSeg,train,NCI-H2170,10-49,47,0,47,-47,48,1
ecSeg,train,NCI-H2170,10-49,47,9,38,-38,48,10
ecSeg,val,NCI-H2170,10-49,47,31,16,-16,48,32
ecSeg,test,NCI-H2170,10-49,48,2,46,-46,49,3
ecSeg,val,NCI-H2170,10-49,48,0,48,-48,49,1
ecSeg,val,NCI-H2170,10-49,48,53,5,5,49,54
ecSeg,test,COLO320DM,10-49,49,66,17,17,50,67
ecSeg,train,NCI-H2170,10-49,49,17,32,-32,50,18
ecSeg,train,NCI-H2170,50-149,50,24,26,-26,51,25
ecSeg,train,NCI-H2170,50-149,50,8,42,-42,51,9
ecSeg,train,COLO320DM,50-149,51,14,37,-37,52,15
ecSeg,test,NCI-H2170,50-149,51,20,31,-31,52,21
ecSeg,train,NCI-H2170,50-149,51,33,18,-18,52,34
ecSeg,val,NCI-H2170,50-149,51,16,35,-35,52,17
ecSeg,train,NCI-H2170,50-149,51,2,49,-49,52,3
ecSeg,train,COLO320DM,50-149,52,0,52,-52,53,1
ecSeg,val,NCI-H2170,50-149,52,23,29,-29,53,24
ecSeg,test,NCI-H2170,50-149,52,67,15,15,53,68
ecSeg,test,NCI-H2170,50-149,52,8,44,-44,53,9
ecSeg,val,NCI-H2170,50-149,52,0,52,-52,53,1
ecSeg,train,COLO320DM,50-149,53,14,39,-39,54,15
ecSeg,train,COLO320DM,50-149,53,27,26,-26,54,28
ecSeg,train,NCI-H2170,50-149,53,18,35,-35,54,19
ecSeg,train,NCI-H2170,50-149,53,4,49,-49,54,5
ecSeg,train,NCI-H2170,50-149,53,44,9,-9,54,45
ecSeg,train,NCI-H2170,50-149,53,9,44,-44,54,10
ecSeg,train,NCI-H2170,50-149,53,13,40,-40,54,14
ecSeg,test,COLO320DM,50-149,54,3,51,-51,55,4
ecSeg,train,NCI-H2170,50-149,54,3,51,-51,55,4
ecSeg,train,NCI-H2170,50-149,54,3,51,-51,55,4
ecSeg,train,NCI-H2170,50-149,54,13,41,-41,55,14
ecSeg,val,NCI-H2170,50-149,54,4,50,-50,55,5
ecSeg,train,COLO320DM,50-149,55,5,50,-50,56,6
ecSeg,test,NCI-H2170,50-149,55,12,43,-43,56,13
ecSeg,test,NCI-H2170,50-149,55,11,44,-44,56,12
ecSeg,val,NCI-H2170,50-149,56,12,44,-44,57,13
ecSeg,train,NCI-H2170,50-149,56,58,2,2,57,59
ecSeg,test,COLO320DM,50-149,57,0,57,-57,58,1
ecSeg,val,COLO320DM,50-149,57,21,36,-36,58,22
ecSeg,train,SNU16,50-149,57,6,51,-51,58,7
ecSeg,val,NCI-H2170,50-149,58,57,1,-1,59,58
ecSeg,val,NCI-H2170,50-149,58,13,45,-45,59,14
ecSeg,train,NCI-H2170,50-149,58,31,27,-27,59,32
ecSeg,train,NCI-H2170,50-149,58,5,53,-53,59,6
ecSeg,val,COLO320DM,50-149,59,0,59,-59,60,1
ecSeg,train,COLO320DM,50-149,59,2,57,-57,60,3
ecSeg,train,COLO320DM,50-149,59,13,46,-46,60,14
ecSeg,test,NCI-H2170,50-149,59,15,44,-44,60,16
ecSeg,train,NCI-H2170,50-149,60,14,46,-46,61,15
ecSeg,train,NCI-H2170,50-149,60,14,46,-46,61,15
