uid,split,cell_line,cond,model,gt_count,pred_count
ncih2170_antibiotics_ps_3,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),157,151
ncih2170_antibiotics_ps_30,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),95,80
ncih2170_antibiotics_ps_31,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),305,305
ncih2170_antibiotics_ps_32,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),67,45
ncih2170_antibiotics_ps_33,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),141,117
ncih2170_antibiotics_ps_34_b,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),76,88
ncih2170_antibiotics_ps_34_c,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),153,140
ncih2170_antibiotics_ps_35,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),96,79
ncih2170_antibiotics_ps_36,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),142,113
ncih2170_antibiotics_ps_37,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),81,69
ncih2170_antibiotics_ps_38,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),354,327
ncih2170_antibiotics_ps_39,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),131,119
ncih2170_antibiotics_ps_4,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),148,140
ncih2170_antibiotics_ps_40,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),75,69
ncih2170_antibiotics_ps_41,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),150,124
ncih2170_antibiotics_ps_42,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),96,96
ncih2170_antibiotics_ps_43,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),63,67
ncih2170_antibiotics_ps_44,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),829,764
ncih2170_antibiotics_ps_45,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),90,65
ncih2170_antibiotics_ps_46,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),211,174
ncih2170_antibiotics_ps_47,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),220,191
ncih2170_antibiotics_ps_48,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),76,73
ncih2170_antibiotics_ps_49,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),109,85
ncih2170_antibiotics_ps_5,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),235,239
ncih2170_antibiotics_ps_50,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),147,132
ncih2170_antibiotics_ps_54,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),125,131
ncih2170_antibiotics_ps_55,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),212,206
ncih2170_antibiotics_ps_56_a,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),233,218
ncih2170_antibiotics_ps_56_b,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),434,386
ncih2170_antibiotics_ps_57,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),70,55
ncih2170_antibiotics_ps_58,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),212,208
ncih2170_antibiotics_ps_61,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),246,237
ncih2170_antibiotics_ps_62,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),458,400
ncih2170_antibiotics_ps_63,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),862,632
ncih2170_antibiotics_ps_64,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),281,279
ncih2170_antibiotics_ps_65,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),131,122
ncih2170_antibiotics_ps_67,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),153,151
ncih2170_antibiotics_ps_68,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),210,198
ncih2170_antibiotics_ps_69,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),190,163
ncih2170_antibiotics_ps_7,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),191,201
ncih2170_antibiotics_ps_70,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),148,140
ncih2170_antibiotics_ps_72,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),139,137
ncih2170_antibiotics_ps_73,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),370,331
ncih2170_antibiotics_ps_75,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),88,79
ncih2170_antibiotics_ps_76,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),209,197
ncih2170_antibiotics_ps_77,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),264,284
ncih2170_antibiotics_ps_78,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),164,162
ncih2170_antibiotics_ps_79,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),505,466
ncih2170_antibiotics_ps_8,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),69,67
ncih2170_antibiotics_ps_80,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),286,234
ncih2170_antibiotics_ps_81,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),462,386
ncih2170_antibiotics_ps_82,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),125,123
ncih2170_antibiotics_ps_83,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),126,127
ncih2170_antibiotics_ps_84,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),124,125
ncih2170_antibiotics_ps_85,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),181,177
ncih2170_antibiotics_ps_86,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),119,118
ncih2170_antibiotics_ps_87,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),150,148
ncih2170_antibiotics_ps_88,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),425,448
ncih2170_antibiotics_ps_89,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),117,127
ncih2170_antibiotics_ps_9,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),243,227
ncih2170_antibiotics_ps_90,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),159,158
ncih2170_antibiotics_ps_92,val,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),203,183
ncih2170_antibiotics_ps_94,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),147,132
ncih2170_antibiotics_ps_95,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),350,398
ncih2170_antibiotics_ps_97,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),136,137
ncih2170_antibiotics_ps_98_a,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),98,87
ncih2170_antibiotics_ps_98_b,train,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),229,277
ncih2170_antibiotics_ps_99,test,NCI-H2170,ncih2170_antibiotics_ps,ecCount (threshold mask),83,76
ncih2170_antibiotics_ps_g_100,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),274,240
ncih2170_antibiotics_ps_g_101,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),93,93
ncih2170_antibiotics_ps_g_102,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),217,212
ncih2170_antibiotics_ps_g_103,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),801,722
ncih2170_antibiotics_ps_g_104,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),92,86
ncih2170_antibiotics_ps_g_105,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),151,155
ncih2170_antibiotics_ps_g_106,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),246,242
ncih2170_antibiotics_ps_g_107_a,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),103,95
ncih2170_antibiotics_ps_g_108,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),83,80
ncih2170_antibiotics_ps_g_110,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),66,60
ncih2170_antibiotics_ps_g_111,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),152,129
ncih2170_antibiotics_ps_g_112,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),184,177
ncih2170_antibiotics_ps_g_113,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),79,81
ncih2170_antibiotics_ps_g_114,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),202,177
ncih2170_antibiotics_ps_g_115,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),296,257
ncih2170_antibiotics_ps_g_116,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),107,105
ncih2170_antibiotics_ps_g_36,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),912,768
ncih2170_antibiotics_ps_g_37,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),283,280
ncih2170_antibiotics_ps_g_38,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),223,221
ncih2170_antibiotics_ps_g_39,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),58,66
ncih2170_antibiotics_ps_g_40,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),98,107
ncih2170_antibiotics_ps_g_42,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),245,242
ncih2170_antibiotics_ps_g_43,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),491,485
ncih2170_antibiotics_ps_g_44_a,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),52,50
ncih2170_antibiotics_ps_g_45,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),94,97
ncih2170_antibiotics_ps_g_46,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),148,146
ncih2170_antibiotics_ps_g_47,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),506,410
ncih2170_antibiotics_ps_g_48,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),362,320
ncih2170_antibiotics_ps_g_49,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),446,384
ncih2170_antibiotics_ps_g_50,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),285,276
ncih2170_antibiotics_ps_g_51,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),86,84
ncih2170_antibiotics_ps_g_54,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),182,279
ncih2170_antibiotics_ps_g_55,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),375,401
ncih2170_antibiotics_ps_g_56,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),174,182
ncih2170_antibiotics_ps_g_60,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),76,76
ncih2170_antibiotics_ps_g_61,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),181,190
ncih2170_antibiotics_ps_g_62,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),244,234
ncih2170_antibiotics_ps_g_63,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),78,77
ncih2170_antibiotics_ps_g_64,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),340,358
ncih2170_antibiotics_ps_g_65,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),192,191
ncih2170_antibiotics_ps_g_66,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),79,85
ncih2170_antibiotics_ps_g_67,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),90,94
ncih2170_antibiotics_ps_g_68,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),78,75
ncih2170_antibiotics_ps_g_69,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),46,41
ncih2170_antibiotics_ps_g_71,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),157,156
ncih2170_antibiotics_ps_g_72,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),138,127
ncih2170_antibiotics_ps_g_74,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),213,215
ncih2170_antibiotics_ps_g_76,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),90,93
ncih2170_antibiotics_ps_g_77,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),112,106
ncih2170_antibiotics_ps_g_81,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),150,142
ncih2170_antibiotics_ps_g_85,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),289,307
ncih2170_antibiotics_ps_g_86,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),85,92
ncih2170_antibiotics_ps_g_88_a,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),115,101
ncih2170_antibiotics_ps_g_88_b,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),121,124
ncih2170_antibiotics_ps_g_89,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),103,97
ncih2170_antibiotics_ps_g_90,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),127,126
ncih2170_antibiotics_ps_g_91,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),560,499
ncih2170_antibiotics_ps_g_92,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),145,133
ncih2170_antibiotics_ps_g_94,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),235,204
ncih2170_antibiotics_ps_g_95,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),180,162
ncih2170_antibiotics_ps_g_96,test,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),521,465
ncih2170_antibiotics_ps_g_97,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),252,224
ncih2170_antibiotics_ps_g_98,train,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),167,154
ncih2170_antibiotics_ps_g_99,val,NCI-H2170,ncih2170_antibiotics_ps_g,ecCount (threshold mask),867,819
ncih2170_cart_72h_blank_ctrl_19,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),210,197
ncih2170_cart_72h_blank_ctrl_28,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),191,139
ncih2170_cart_72h_blank_ctrl_30,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),406,320
ncih2170_cart_72h_blank_ctrl_31,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),103,75
ncih2170_cart_72h_blank_ctrl_32,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),99,85
ncih2170_cart_72h_blank_ctrl_33,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),80,47
ncih2170_cart_72h_blank_ctrl_34,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),88,70
ncih2170_cart_72h_blank_ctrl_35,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),168,111
ncih2170_cart_72h_blank_ctrl_36,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),86,67
ncih2170_cart_72h_blank_ctrl_38,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),156,91
ncih2170_cart_72h_blank_ctrl_39,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),189,111
ncih2170_cart_72h_blank_ctrl_5,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),94,66
ncih2170_cart_72h_blank_ctrl_50,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),149,134
ncih2170_cart_72h_blank_ctrl_51,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),48,54
ncih2170_cart_72h_blank_ctrl_52,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),246,246
ncih2170_cart_72h_blank_ctrl_53,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),56,63
ncih2170_cart_72h_blank_ctrl_55,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),56,56
ncih2170_cart_72h_blank_ctrl_56,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),132,137
ncih2170_cart_72h_blank_ctrl_57,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),75,86
ncih2170_cart_72h_blank_ctrl_59,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),55,165
ncih2170_cart_72h_blank_ctrl_61,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),47,53
ncih2170_cart_72h_blank_ctrl_62,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),184,211
ncih2170_cart_72h_blank_ctrl_64,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),47,47
ncih2170_cart_72h_blank_ctrl_67,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),103,108
ncih2170_cart_72h_blank_ctrl_7,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),196,136
ncih2170_cart_72h_blank_ctrl_71,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),133,148
ncih2170_cart_72h_blank_ctrl_74,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),43,43
ncih2170_cart_72h_blank_ctrl_8,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),132,111
ncih2170_cart_72h_blank_ctrl_80,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),76,67
ncih2170_cart_72h_blank_ctrl_82,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),105,106
ncih2170_cart_72h_blank_ctrl_83,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),35,33
ncih2170_cart_72h_blank_ctrl_88,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),35,36
ncih2170_cart_72h_blank_ctrl_89,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),238,250
ncih2170_cart_72h_blank_ctrl_92,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),176,144
ncih2170_cart_72h_blank_ctrl_95,val,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),17,17
ncih2170_cart_72h_blank_ctrl_98,train,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),257,223
ncih2170_cart_72h_blank_ctrl_99,test,NCI-H2170,ncih2170_cart_72h_blank_ctrl,ecCount (threshold mask),51,41
ncih2170_cart_72h_cart_1,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),75,69
ncih2170_cart_72h_cart_100,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),664,666
ncih2170_cart_72h_cart_16,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),16,17
ncih2170_cart_72h_cart_17,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),44,42
ncih2170_cart_72h_cart_20,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),53,55
ncih2170_cart_72h_cart_21,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),71,78
ncih2170_cart_72h_cart_22,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),15,20
ncih2170_cart_72h_cart_27,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),71,64
ncih2170_cart_72h_cart_31,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),119,110
ncih2170_cart_72h_cart_32,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),74,65
ncih2170_cart_72h_cart_33,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),117,139
ncih2170_cart_72h_cart_36,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),71,69
ncih2170_cart_72h_cart_38,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),46,57
ncih2170_cart_72h_cart_4,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),41,40
ncih2170_cart_72h_cart_40,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),22,26
ncih2170_cart_72h_cart_47,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),81,77
ncih2170_cart_72h_cart_49,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),18,21
ncih2170_cart_72h_cart_5,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),27,27
ncih2170_cart_72h_cart_55,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),61,64
ncih2170_cart_72h_cart_57,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),99,102
ncih2170_cart_72h_cart_60,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),30,27
ncih2170_cart_72h_cart_61,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),9,11
ncih2170_cart_72h_cart_62,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),93,93
ncih2170_cart_72h_cart_63,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),85,74
ncih2170_cart_72h_cart_64,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),78,73
ncih2170_cart_72h_cart_69,test,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),52,55
ncih2170_cart_72h_cart_73,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),73,80
ncih2170_cart_72h_cart_77,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),75,70
ncih2170_cart_72h_cart_78,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),112,104
ncih2170_cart_72h_cart_80,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),244,238
ncih2170_cart_72h_cart_81,val,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),58,58
ncih2170_cart_72h_cart_82,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),69,62
ncih2170_cart_72h_cart_83,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),102,108
ncih2170_cart_72h_cart_88,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),111,95
ncih2170_cart_72h_cart_89,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),497,498
ncih2170_cart_72h_cart_90,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),175,220
ncih2170_cart_72h_cart_91,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),382,516
ncih2170_cart_72h_cart_93,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),184,168
ncih2170_cart_72h_cart_95,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),318,236
ncih2170_cart_72h_cart_96,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),105,116
ncih2170_cart_72h_cart_97,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),181,199
ncih2170_cart_72h_cart_99,train,NCI-H2170,ncih2170_cart_72h_cart,ecCount (threshold mask),179,195
ncih2170_cart_72h_nt_ctrl_10,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),76,82
ncih2170_cart_72h_nt_ctrl_100,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),143,109
ncih2170_cart_72h_nt_ctrl_12,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),209,216
ncih2170_cart_72h_nt_ctrl_13,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),78,73
ncih2170_cart_72h_nt_ctrl_16,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),74,81
ncih2170_cart_72h_nt_ctrl_17,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),188,196
ncih2170_cart_72h_nt_ctrl_18,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),102,90
ncih2170_cart_72h_nt_ctrl_19,val,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),33,33
ncih2170_cart_72h_nt_ctrl_20,test,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),126,141
ncih2170_cart_72h_nt_ctrl_21,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),186,186
ncih2170_cart_72h_nt_ctrl_24,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),35,42
ncih2170_cart_72h_nt_ctrl_26,train,NCI-H2170,ncih2170_cart_72h_nt_ctrl,ecCount (threshold mask),130,129
