unique_id,cell_line,coord_count_npy,ecDNA_gt,delta_coord_minus_gt,abs_delta
ncih2170_jc_ner_ic50_72h_77,NCI-H2170,166,162,4,4
ncih2170_jc_ner_ic50_72h_78,NCI-H2170,248,246,2,2
ncih2170_jc_ner_ic50_72h_79,NCI-H2170,180,179,1,1
ncih2170_jc_ner_ic50_72h_8,NCI-H2170,97,96,1,1
ncih2170_jc_ner_ic50_72h_81,NCI-H2170,758,750,8,8
ncih2170_jc_ner_ic50_72h_82,NCI-H2170,473,464,9,9
ncih2170_jc_ner_ic50_72h_83,NCI-H2170,317,317,0,0
ncih2170_jc_ner_ic50_72h_84,NCI-H2170,408,406,2,2
ncih2170_jc_ner_ic50_72h_85,NCI-H2170,352,349,3,3
ncih2170_jc_ner_ic50_72h_86,NCI-H2170,321,317,4,4
ncih2170_jc_ner_ic50_72h_87,NCI-H2170,296,296,0,0
ncih2170_jc_ner_ic50_72h_88,NCI-H2170,203,203,0,0
ncih2170_jc_ner_ic50_72h_89,NCI-H2170,1728,1687,41,41
ncih2170_jc_ner_ic50_72h_9,NCI-H2170,244,244,0,0
ncih2170_jc_ner_ic50_72h_90,NCI-H2170,288,285,3,3
ncih2170_jc_ner_ic50_72h_91,NCI-H2170,91,91,0,0
ncih2170_jc_ner_ic50_72h_92,NCI-H2170,238,233,5,5
ncih2170_jc_ner_ic50_72h_93,NCI-H2170,159,159,0,0
ncih2170_jc_ner_ic50_72h_94,NCI-H2170,192,191,1,1
ncih2170_jc_ner_ic50_72h_95,NCI-H2170,604,596,8,8
ncih2170_jc_ner_ic50_72h_96,NCI-H2170,440,434,6,6
ncih2170_jc_ner_ic50_72h_97,NCI-H2170,841,836,5,5
ncih2170_jc_ner_ic50_72h_98,NCI-H2170,154,151,3,3
ncih2170_jc_ner_ic50_72h_99,NCI-H2170,230,230,0,0
ncih2170_post_facs_fish_high_her2_g3_10,NCI-H2170,15,15,0,0
ncih2170_post_facs_fish_high_her2_g3_100,NCI-H2170,604,560,44,44
ncih2170_post_facs_fish_high_her2_g3_104,NCI-H2170,138,138,0,0
ncih2170_post_facs_fish_high_her2_g3_105,NCI-H2170,240,240,0,0
ncih2170_post_facs_fish_high_her2_g3_106,NCI-H2170,87,87,0,0
ncih2170_post_facs_fish_high_her2_g3_107,NCI-H2170,129,129,0,0
ncih2170_post_facs_fish_high_her2_g3_108,NCI-H2170,178,177,1,1
ncih2170_post_facs_fish_high_her2_g3_11,NCI-H2170,49,47,2,2
ncih2170_post_facs_fish_high_her2_g3_110,NCI-H2170,339,332,7,7
ncih2170_post_facs_fish_high_her2_g3_12,NCI-H2170,113,113,0,0
ncih2170_post_facs_fish_high_her2_g3_13,NCI-H2170,44,44,0,0
ncih2170_post_facs_fish_high_her2_g3_14,NCI-H2170,100,100,0,0
ncih2170_post_facs_fish_high_her2_g3_15,NCI-H2170,327,327,0,0
ncih2170_post_facs_fish_high_her2_g3_16,NCI-H2170,152,152,0,0
ncih2170_post_facs_fish_high_her2_g3_17,NCI-H2170,150,150,0,0
ncih2170_post_facs_fish_high_her2_g3_18,NCI-H2170,122,122,0,0
ncih2170_post_facs_fish_high_her2_g3_19,NCI-H2170,297,297,0,0
ncih2170_post_facs_fish_high_her2_g3_20,NCI-H2170,258,257,1,1
ncih2170_post_facs_fish_high_her2_g3_21,NCI-H2170,187,187,0,0
ncih2170_post_facs_fish_high_her2_g3_22,NCI-H2170,147,147,0,0
ncih2170_post_facs_fish_high_her2_g3_23,NCI-H2170,97,97,0,0
ncih2170_post_facs_fish_high_her2_g3_24,NCI-H2170,467,467,0,0
ncih2170_post_facs_fish_high_her2_g3_25,NCI-H2170,143,143,0,0
ncih2170_post_facs_fish_high_her2_g3_26,NCI-H2170,348,346,2,2
ncih2170_post_facs_fish_high_her2_g3_27,NCI-H2170,86,86,0,0
ncih2170_post_facs_fish_high_her2_g3_28,NCI-H2170,89,89,0,0
ncih2170_post_facs_fish_high_her2_g3_29,NCI-H2170,200,200,0,0
ncih2170_post_facs_fish_high_her2_g3_30,NCI-H2170,305,304,1,1
ncih2170_post_facs_fish_high_her2_g3_31,NCI-H2170,219,219,0,0
ncih2170_post_facs_fish_high_her2_g3_32,NCI-H2170,34,34,0,0
ncih2170_post_facs_fish_high_her2_g3_33,NCI-H2170,157,157,0,0
ncih2170_post_facs_fish_high_her2_g3_34,NCI-H2170,289,287,2,2
ncih2170_post_facs_fish_high_her2_g3_35,NCI-H2170,89,88,1,1
ncih2170_post_facs_fish_high_her2_g3_36,NCI-H2170,338,338,0,0
ncih2170_post_facs_fish_high_her2_g3_37,NCI-H2170,171,171,0,0
ncih2170_post_facs_fish_high_her2_g3_38,NCI-H2170,113,113,0,0
ncih2170_post_facs_fish_high_her2_g3_39,NCI-H2170,119,119,0,0
ncih2170_post_facs_fish_high_her2_g3_4,NCI-H2170,322,322,0,0
ncih2170_post_facs_fish_high_her2_g3_40,NCI-H2170,295,295,0,0
ncih2170_post_facs_fish_high_her2_g3_41,NCI-H2170,216,216,0,0
ncih2170_post_facs_fish_high_her2_g3_42,NCI-H2170,613,611,2,2
ncih2170_post_facs_fish_high_her2_g3_43,NCI-H2170,184,184,0,0
ncih2170_post_facs_fish_high_her2_g3_44,NCI-H2170,364,361,3,3
ncih2170_post_facs_fish_high_her2_g3_45,NCI-H2170,151,150,1,1
ncih2170_post_facs_fish_high_her2_g3_46,NCI-H2170,142,142,0,0
ncih2170_post_facs_fish_high_her2_g3_47,NCI-H2170,261,257,4,4
ncih2170_post_facs_fish_high_her2_g3_48,NCI-H2170,666,661,5,5
ncih2170_post_facs_fish_high_her2_g3_49,NCI-H2170,62,62,0,0
ncih2170_post_facs_fish_high_her2_g3_5,NCI-H2170,81,81,0,0
ncih2170_post_facs_fish_high_her2_g3_50,NCI-H2170,100,100,0,0
ncih2170_post_facs_fish_high_her2_g3_51,NCI-H2170,105,105,0,0
ncih2170_post_facs_fish_high_her2_g3_52,NCI-H2170,268,268,0,0
ncih2170_post_facs_fish_high_her2_g3_53,NCI-H2170,504,492,12,12
ncih2170_post_facs_fish_high_her2_g3_54,NCI-H2170,365,359,6,6
ncih2170_post_facs_fish_high_her2_g3_55,NCI-H2170,287,286,1,1
ncih2170_post_facs_fish_high_her2_g3_56,NCI-H2170,146,146,0,0
ncih2170_post_facs_fish_high_her2_g3_57,NCI-H2170,139,139,0,0
ncih2170_post_facs_fish_high_her2_g3_58,NCI-H2170,88,85,3,3
ncih2170_post_facs_fish_high_her2_g3_59,NCI-H2170,384,379,5,5
ncih2170_post_facs_fish_high_her2_g3_6,NCI-H2170,247,247,0,0
ncih2170_post_facs_fish_high_her2_g3_60,NCI-H2170,92,92,0,0
ncih2170_post_facs_fish_high_her2_g3_61,NCI-H2170,186,186,0,0
ncih2170_post_facs_fish_high_her2_g3_62,NCI-H2170,14,14,0,0
ncih2170_post_facs_fish_high_her2_g3_63,NCI-H2170,447,445,2,2
ncih2170_post_facs_fish_high_her2_g3_64,NCI-H2170,116,115,1,1
ncih2170_post_facs_fish_high_her2_g3_65,NCI-H2170,88,88,0,0
ncih2170_post_facs_fish_high_her2_g3_66,NCI-H2170,105,104,1,1
ncih2170_post_facs_fish_high_her2_g3_67,NCI-H2170,242,242,0,0
ncih2170_post_facs_fish_high_her2_g3_68,NCI-H2170,103,102,1,1
ncih2170_post_facs_fish_high_her2_g3_69,NCI-H2170,116,116,0,0
ncih2170_post_facs_fish_high_her2_g3_7,NCI-H2170,309,309,0,0
ncih2170_post_facs_fish_high_her2_g3_70,NCI-H2170,114,114,0,0
ncih2170_post_facs_fish_high_her2_g3_71,NCI-H2170,255,253,2,2
ncih2170_post_facs_fish_high_her2_g3_72,NCI-H2170,214,211,3,3
ncih2170_post_facs_fish_high_her2_g3_73,NCI-H2170,125,125,0,0
ncih2170_post_facs_fish_high_her2_g3_74,NCI-H2170,222,221,1,1
ncih2170_post_facs_fish_high_her2_g3_75,NCI-H2170,90,90,0,0
ncih2170_post_facs_fish_high_her2_g3_76,NCI-H2170,317,317,0,0
ncih2170_post_facs_fish_high_her2_g3_77,NCI-H2170,60,60,0,0
ncih2170_post_facs_fish_high_her2_g3_78,NCI-H2170,153,153,0,0
ncih2170_post_facs_fish_high_her2_g3_79,NCI-H2170,87,86,1,1
ncih2170_post_facs_fish_high_her2_g3_8,NCI-H2170,145,145,0,0
ncih2170_post_facs_fish_high_her2_g3_81,NCI-H2170,70,70,0,0
ncih2170_post_facs_fish_high_her2_g3_82,NCI-H2170,205,202,3,3
ncih2170_post_facs_fish_high_her2_g3_83,NCI-H2170,131,131,0,0
ncih2170_post_facs_fish_high_her2_g3_84,NCI-H2170,183,183,0,0
ncih2170_post_facs_fish_high_her2_g3_85,NCI-H2170,68,68,0,0
ncih2170_post_facs_fish_high_her2_g3_87,NCI-H2170,88,88,0,0
ncih2170_post_facs_fish_high_her2_g3_88,NCI-H2170,150,150,0,0
ncih2170_post_facs_fish_high_her2_g3_89,NCI-H2170,65,65,0,0
ncih2170_post_facs_fish_high_her2_g3_9,NCI-H2170,115,115,0,0
ncih2170_post_facs_fish_high_her2_g3_90,NCI-H2170,311,311,0,0
ncih2170_post_facs_fish_high_her2_g3_91,NCI-H2170,108,108,0,0
ncih2170_post_facs_fish_high_her2_g3_92,NCI-H2170,228,228,0,0
ncih2170_post_facs_fish_high_her2_g3_93,NCI-H2170,175,175,0,0
ncih2170_post_facs_fish_high_her2_g3_94,NCI-H2170,54,54,0,0
ncih2170_post_facs_fish_high_her2_g3_95,NCI-H2170,165,164,1,1
ncih2170_post_facs_fish_high_her2_g3_96,NCI-H2170,227,227,0,0
ncih2170_post_facs_fish_high_her2_g3_97,NCI-H2170,65,65,0,0
ncih2170_post_facs_fish_high_her2_g3_98,NCI-H2170,222,221,1,1
ncih2170_post_facs_fish_high_her2_g3_99,NCI-H2170,107,107,0,0
ncih2170_post_facs_fish_low_her2_g3_1,NCI-H2170,170,170,0,0
ncih2170_post_facs_fish_low_her2_g3_10,NCI-H2170,64,64,0,0
ncih2170_post_facs_fish_low_her2_g3_100,NCI-H2170,337,334,3,3
ncih2170_post_facs_fish_low_her2_g3_101,NCI-H2170,153,153,0,0
ncih2170_post_facs_fish_low_her2_g3_102,NCI-H2170,240,235,5,5
ncih2170_post_facs_fish_low_her2_g3_103,NCI-H2170,275,275,0,0
ncih2170_post_facs_fish_low_her2_g3_104,NCI-H2170,212,212,0,0
ncih2170_post_facs_fish_low_her2_g3_105_a,NCI-H2170,241,241,0,0
ncih2170_post_facs_fish_low_her2_g3_105_b,NCI-H2170,125,125,0,0
ncih2170_post_facs_fish_low_her2_g3_106,NCI-H2170,204,202,2,2
ncih2170_post_facs_fish_low_her2_g3_107,NCI-H2170,223,223,0,0
ncih2170_post_facs_fish_low_her2_g3_108,NCI-H2170,43,43,0,0
ncih2170_post_facs_fish_low_her2_g3_109_a,NCI-H2170,5,5,0,0
ncih2170_post_facs_fish_low_her2_g3_109_b,NCI-H2170,70,70,0,0
ncih2170_post_facs_fish_low_her2_g3_11,NCI-H2170,213,211,2,2
ncih2170_post_facs_fish_low_her2_g3_110,NCI-H2170,189,189,0,0
ncih2170_post_facs_fish_low_her2_g3_111,NCI-H2170,55,55,0,0
ncih2170_post_facs_fish_low_her2_g3_112,NCI-H2170,165,165,0,0
ncih2170_post_facs_fish_low_her2_g3_113,NCI-H2170,191,190,1,1
ncih2170_post_facs_fish_low_her2_g3_114,NCI-H2170,191,191,0,0
ncih2170_post_facs_fish_low_her2_g3_115,NCI-H2170,41,41,0,0
ncih2170_post_facs_fish_low_her2_g3_116,NCI-H2170,326,322,4,4
ncih2170_post_facs_fish_low_her2_g3_117,NCI-H2170,68,66,2,2
ncih2170_post_facs_fish_low_her2_g3_119,NCI-H2170,364,353,11,11
ncih2170_post_facs_fish_low_her2_g3_12,NCI-H2170,73,72,1,1
ncih2170_post_facs_fish_low_her2_g3_120,NCI-H2170,336,326,10,10
ncih2170_post_facs_fish_low_her2_g3_13,NCI-H2170,197,197,0,0
ncih2170_post_facs_fish_low_her2_g3_14,NCI-H2170,178,178,0,0
ncih2170_post_facs_fish_low_her2_g3_15,NCI-H2170,138,138,0,0
ncih2170_post_facs_fish_low_her2_g3_16,NCI-H2170,146,146,0,0
ncih2170_post_facs_fish_low_her2_g3_17,NCI-H2170,275,275,0,0
ncih2170_post_facs_fish_low_her2_g3_18,NCI-H2170,213,211,2,2
ncih2170_post_facs_fish_low_her2_g3_19,NCI-H2170,397,396,1,1
ncih2170_post_facs_fish_low_her2_g3_2,NCI-H2170,230,230,0,0
ncih2170_post_facs_fish_low_her2_g3_20,NCI-H2170,203,203,0,0
ncih2170_post_facs_fish_low_her2_g3_21,NCI-H2170,78,78,0,0
ncih2170_post_facs_fish_low_her2_g3_22,NCI-H2170,134,134,0,0
ncih2170_post_facs_fish_low_her2_g3_23,NCI-H2170,44,44,0,0
ncih2170_post_facs_fish_low_her2_g3_23_a,NCI-H2170,155,155,0,0
ncih2170_post_facs_fish_low_her2_g3_24,NCI-H2170,320,316,4,4
ncih2170_post_facs_fish_low_her2_g3_25,NCI-H2170,112,112,0,0
ncih2170_post_facs_fish_low_her2_g3_26,NCI-H2170,111,111,0,0
ncih2170_post_facs_fish_low_her2_g3_27,NCI-H2170,278,277,1,1
ncih2170_post_facs_fish_low_her2_g3_28,NCI-H2170,61,61,0,0
ncih2170_post_facs_fish_low_her2_g3_29,NCI-H2170,258,258,0,0
ncih2170_post_facs_fish_low_her2_g3_3,NCI-H2170,129,129,0,0
ncih2170_post_facs_fish_low_her2_g3_30,NCI-H2170,214,213,1,1
ncih2170_post_facs_fish_low_her2_g3_31,NCI-H2170,276,276,0,0
ncih2170_post_facs_fish_low_her2_g3_32,NCI-H2170,31,31,0,0
ncih2170_post_facs_fish_low_her2_g3_33,NCI-H2170,238,238,0,0
ncih2170_post_facs_fish_low_her2_g3_34,NCI-H2170,190,189,1,1
ncih2170_post_facs_fish_low_her2_g3_35,NCI-H2170,118,118,0,0
ncih2170_post_facs_fish_low_her2_g3_36,NCI-H2170,179,179,0,0
ncih2170_post_facs_fish_low_her2_g3_37,NCI-H2170,160,154,6,6
ncih2170_post_facs_fish_low_her2_g3_38,NCI-H2170,401,400,1,1
ncih2170_post_facs_fish_low_her2_g3_39,NCI-H2170,191,191,0,0
ncih2170_post_facs_fish_low_her2_g3_4,NCI-H2170,90,90,0,0
ncih2170_post_facs_fish_low_her2_g3_40,NCI-H2170,380,378,2,2
ncih2170_post_facs_fish_low_her2_g3_41,NCI-H2170,123,122,1,1
ncih2170_post_facs_fish_low_her2_g3_42,NCI-H2170,66,66,0,0
ncih2170_post_facs_fish_low_her2_g3_43,NCI-H2170,184,184,0,0
ncih2170_post_facs_fish_low_her2_g3_44,NCI-H2170,342,342,0,0
ncih2170_post_facs_fish_low_her2_g3_45,NCI-H2170,116,116,0,0
ncih2170_post_facs_fish_low_her2_g3_46,NCI-H2170,669,661,8,8
ncih2170_post_facs_fish_low_her2_g3_47,NCI-H2170,45,45,0,0
ncih2170_post_facs_fish_low_her2_g3_48,NCI-H2170,172,170,2,2
ncih2170_post_facs_fish_low_her2_g3_49,NCI-H2170,65,63,2,2
ncih2170_post_facs_fish_low_her2_g3_5,NCI-H2170,193,193,0,0
ncih2170_post_facs_fish_low_her2_g3_50,NCI-H2170,113,113,0,0
ncih2170_post_facs_fish_low_her2_g3_51,NCI-H2170,340,335,5,5
ncih2170_post_facs_fish_low_her2_g3_52,NCI-H2170,282,276,6,6
ncih2170_post_facs_fish_low_her2_g3_53,NCI-H2170,61,61,0,0
ncih2170_post_facs_fish_low_her2_g3_54,NCI-H2170,56,56,0,0
ncih2170_post_facs_fish_low_her2_g3_55,NCI-H2170,54,54,0,0
ncih2170_post_facs_fish_low_her2_g3_56,NCI-H2170,194,191,3,3
ncih2170_post_facs_fish_low_her2_g3_57,NCI-H2170,148,148,0,0
ncih2170_post_facs_fish_low_her2_g3_58,NCI-H2170,255,255,0,0
ncih2170_post_facs_fish_low_her2_g3_59,NCI-H2170,45,45,0,0
ncih2170_post_facs_fish_low_her2_g3_6,NCI-H2170,480,479,1,1
ncih2170_post_facs_fish_low_her2_g3_60_to,NCI-H2170,70,70,0,0
ncih2170_post_facs_fish_low_her2_g3_61,NCI-H2170,646,638,8,8
ncih2170_post_facs_fish_low_her2_g3_62,NCI-H2170,190,190,0,0
ncih2170_post_facs_fish_low_her2_g3_63,NCI-H2170,224,224,0,0
ncih2170_post_facs_fish_low_her2_g3_64,NCI-H2170,411,410,1,1
ncih2170_post_facs_fish_low_her2_g3_65,NCI-H2170,507,504,3,3
ncih2170_post_facs_fish_low_her2_g3_66,NCI-H2170,230,230,0,0
ncih2170_post_facs_fish_low_her2_g3_67,NCI-H2170,50,50,0,0
ncih2170_post_facs_fish_low_her2_g3_68,NCI-H2170,49,49,0,0
ncih2170_post_facs_fish_low_her2_g3_69,NCI-H2170,144,144,0,0
ncih2170_post_facs_fish_low_her2_g3_7,NCI-H2170,366,365,1,1
ncih2170_post_facs_fish_low_her2_g3_70,NCI-H2170,203,199,4,4
ncih2170_post_facs_fish_low_her2_g3_71,NCI-H2170,251,247,4,4
ncih2170_post_facs_fish_low_her2_g3_72,NCI-H2170,120,120,0,0
ncih2170_post_facs_fish_low_her2_g3_73,NCI-H2170,204,204,0,0
ncih2170_post_facs_fish_low_her2_g3_74,NCI-H2170,216,216,0,0
ncih2170_post_facs_fish_low_her2_g3_75,NCI-H2170,288,288,0,0
ncih2170_post_facs_fish_low_her2_g3_76,NCI-H2170,245,244,1,1
ncih2170_post_facs_fish_low_her2_g3_77,NCI-H2170,279,269,10,10
ncih2170_post_facs_fish_low_her2_g3_78,NCI-H2170,105,105,0,0
ncih2170_post_facs_fish_low_her2_g3_79,NCI-H2170,214,209,5,5
ncih2170_post_facs_fish_low_her2_g3_8,NCI-H2170,70,70,0,0
ncih2170_post_facs_fish_low_her2_g3_80,NCI-H2170,52,52,0,0
ncih2170_post_facs_fish_low_her2_g3_81,NCI-H2170,149,149,0,0
ncih2170_post_facs_fish_low_her2_g3_82,NCI-H2170,75,75,0,0
ncih2170_post_facs_fish_low_her2_g3_83,NCI-H2170,55,55,0,0
ncih2170_post_facs_fish_low_her2_g3_84,NCI-H2170,167,167,0,0
ncih2170_post_facs_fish_low_her2_g3_85,NCI-H2170,232,232,0,0
ncih2170_post_facs_fish_low_her2_g3_86,NCI-H2170,198,198,0,0
ncih2170_post_facs_fish_low_her2_g3_87,NCI-H2170,52,52,0,0
ncih2170_post_facs_fish_low_her2_g3_88,NCI-H2170,52,52,0,0
ncih2170_post_facs_fish_low_her2_g3_89,NCI-H2170,286,285,1,1
ncih2170_post_facs_fish_low_her2_g3_9,NCI-H2170,102,102,0,0
ncih2170_post_facs_fish_low_her2_g3_90,NCI-H2170,177,177,0,0
ncih2170_post_facs_fish_low_her2_g3_91,NCI-H2170,135,133,2,2
ncih2170_post_facs_fish_low_her2_g3_92,NCI-H2170,235,235,0,0
ncih2170_post_facs_fish_low_her2_g3_93,NCI-H2170,204,201,3,3
ncih2170_post_facs_fish_low_her2_g3_94,NCI-H2170,74,74,0,0
ncih2170_post_facs_fish_low_her2_g3_95,NCI-H2170,85,85,0,0
ncih2170_post_facs_fish_low_her2_g3_96,NCI-H2170,395,393,2,2
ncih2170_post_facs_fish_low_her2_g3_97,NCI-H2170,259,258,1,1
ncih2170_post_facs_fish_low_her2_g3_98,NCI-H2170,173,173,0,0
ncih2170_post_facs_fish_low_her2_g3_99,NCI-H2170,156,156,0,0
ncih716_jc_alo_8nm_24h_1,NCI-H716,204,204,0,0
ncih716_jc_alo_8nm_24h_10,NCI-H716,243,243,0,0
ncih716_jc_alo_8nm_24h_11,NCI-H716,210,210,0,0
ncih716_jc_alo_8nm_24h_12,NCI-H716,191,191,0,0
ncih716_jc_alo_8nm_24h_13,NCI-H716,163,163,0,0
ncih716_jc_alo_8nm_24h_14,NCI-H716,171,169,2,2
ncih716_jc_alo_8nm_24h_15,NCI-H716,309,308,1,1
ncih716_jc_alo_8nm_24h_16,NCI-H716,152,152,0,0
ncih716_jc_alo_8nm_24h_17,NCI-H716,232,231,1,1
ncih716_jc_alo_8nm_24h_18,NCI-H716,542,539,3,3
ncih716_jc_alo_8nm_24h_2,NCI-H716,239,239,0,0
ncih716_jc_alo_8nm_24h_3,NCI-H716,135,130,5,5
ncih716_jc_alo_8nm_24h_4,NCI-H716,142,142,0,0
ncih716_jc_alo_8nm_24h_5,NCI-H716,128,128,0,0
ncih716_jc_alo_8nm_24h_6,NCI-H716,279,279,0,0
ncih716_jc_alo_8nm_24h_7,NCI-H716,212,212,0,0
ncih716_jc_alo_8nm_24h_8,NCI-H716,74,74,0,0
ncih716_jc_alo_8nm_24h_9,NCI-H716,229,229,0,0
ncih716_jc_ctrl_1_1,NCI-H716,129,129,0,0
ncih716_jc_ctrl_1_10,NCI-H716,386,386,0,0
ncih716_jc_ctrl_1_11,NCI-H716,155,128,27,27
ncih716_jc_ctrl_1_12,NCI-H716,350,347,3,3
ncih716_jc_ctrl_1_13,NCI-H716,222,211,11,11
ncih716_jc_ctrl_1_14,NCI-H716,352,340,12,12
ncih716_jc_ctrl_1_15,NCI-H716,345,338,7,7
ncih716_jc_ctrl_1_16,NCI-H716,187,182,5,5
ncih716_jc_ctrl_1_17,NCI-H716,275,242,33,33
ncih716_jc_ctrl_1_18,NCI-H716,172,166,6,6
ncih716_jc_ctrl_1_19,NCI-H716,209,207,2,2
ncih716_jc_ctrl_1_2,NCI-H716,135,131,4,4
ncih716_jc_ctrl_1_20,NCI-H716,176,173,3,3
ncih716_jc_ctrl_1_21,NCI-H716,197,195,2,2
ncih716_jc_ctrl_1_22,NCI-H716,117,110,7,7
ncih716_jc_ctrl_1_23,NCI-H716,185,185,0,0
ncih716_jc_ctrl_1_24,NCI-H716,364,350,14,14
ncih716_jc_ctrl_1_25,NCI-H716,305,305,0,0
ncih716_jc_ctrl_1_26,NCI-H716,242,215,27,27
ncih716_jc_ctrl_1_27,NCI-H716,282,281,1,1
ncih716_jc_ctrl_1_28,NCI-H716,178,178,0,0
ncih716_jc_ctrl_1_3,NCI-H716,129,127,2,2
ncih716_jc_ctrl_1_4,NCI-H716,171,170,1,1
ncih716_jc_ctrl_1_42,NCI-H716,178,178,0,0
ncih716_jc_ctrl_1_43,NCI-H716,194,194,0,0
ncih716_jc_ctrl_1_44_a,NCI-H716,133,132,1,1
ncih716_jc_ctrl_1_44_b,NCI-H716,182,182,0,0
ncih716_jc_ctrl_1_45,NCI-H716,101,101,0,0
ncih716_jc_ctrl_1_46,NCI-H716,144,144,0,0
ncih716_jc_ctrl_1_47,NCI-H716,79,79,0,0
ncih716_jc_ctrl_1_48,NCI-H716,163,163,0,0
ncih716_jc_ctrl_1_49,NCI-H716,211,211,0,0
ncih716_jc_ctrl_1_5,NCI-H716,179,179,0,0
ncih716_jc_ctrl_1_50,NCI-H716,254,254,0,0
ncih716_jc_ctrl_1_51,NCI-H716,125,125,0,0
ncih716_jc_ctrl_1_52,NCI-H716,112,112,0,0
ncih716_jc_ctrl_1_53,NCI-H716,273,273,0,0
ncih716_jc_ctrl_1_54,NCI-H716,134,134,0,0
ncih716_jc_ctrl_1_55,NCI-H716,76,76,0,0
ncih716_jc_ctrl_1_56,NCI-H716,239,239,0,0
ncih716_jc_ctrl_1_57,NCI-H716,137,137,0,0
ncih716_jc_ctrl_1_58,NCI-H716,262,262,0,0
ncih716_jc_ctrl_1_59,NCI-H716,211,211,0,0
ncih716_jc_ctrl_1_6,NCI-H716,127,121,6,6
ncih716_jc_ctrl_1_60,NCI-H716,197,197,0,0
ncih716_jc_ctrl_1_61,NCI-H716,251,251,0,0
ncih716_jc_ctrl_1_62,NCI-H716,174,172,2,2
ncih716_jc_ctrl_1_63,NCI-H716,81,77,4,4
ncih716_jc_ctrl_1_64,NCI-H716,148,148,0,0
ncih716_jc_ctrl_1_65,NCI-H716,261,261,0,0
ncih716_jc_ctrl_1_66,NCI-H716,236,236,0,0
ncih716_jc_ctrl_1_68,NCI-H716,202,202,0,0
ncih716_jc_ctrl_1_69,NCI-H716,257,256,1,1
ncih716_jc_ctrl_1_7,NCI-H716,227,195,32,32
ncih716_jc_ctrl_1_70,NCI-H716,176,176,0,0
ncih716_jc_ctrl_1_71,NCI-H716,177,177,0,0
ncih716_jc_ctrl_1_72,NCI-H716,151,150,1,1
ncih716_jc_ctrl_1_73,NCI-H716,58,58,0,0
ncih716_jc_ctrl_1_74,NCI-H716,374,369,5,5
ncih716_jc_ctrl_1_75,NCI-H716,165,165,0,0
ncih716_jc_ctrl_1_76,NCI-H716,172,172,0,0
ncih716_jc_ctrl_1_8,NCI-H716,312,310,2,2
ncih716_jc_ctrl_1_9,NCI-H716,157,148,9,9
ncih716_jc_ctrl_2_1,NCI-H716,437,422,15,15
ncih716_jc_ctrl_2_10,NCI-H716,116,116,0,0
ncih716_jc_ctrl_2_11,NCI-H716,139,139,0,0
ncih716_jc_ctrl_2_12,NCI-H716,166,166,0,0
ncih716_jc_ctrl_2_13,NCI-H716,372,369,3,3
ncih716_jc_ctrl_2_14,NCI-H716,177,175,2,2
ncih716_jc_ctrl_2_15,NCI-H716,312,309,3,3
ncih716_jc_ctrl_2_16,NCI-H716,213,213,0,0
ncih716_jc_ctrl_2_17,NCI-H716,101,101,0,0
ncih716_jc_ctrl_2_18,NCI-H716,132,131,1,1
ncih716_jc_ctrl_2_19,NCI-H716,108,108,0,0
ncih716_jc_ctrl_2_2,NCI-H716,290,289,1,1
ncih716_jc_ctrl_2_20,NCI-H716,219,219,0,0
ncih716_jc_ctrl_2_21,NCI-H716,220,218,2,2
ncih716_jc_ctrl_2_22,NCI-H716,135,135,0,0
ncih716_jc_ctrl_2_23,NCI-H716,129,129,0,0
ncih716_jc_ctrl_2_24,NCI-H716,167,166,1,1
ncih716_jc_ctrl_2_25,NCI-H716,176,171,5,5
ncih716_jc_ctrl_2_26,NCI-H716,193,193,0,0
ncih716_jc_ctrl_2_27,NCI-H716,291,291,0,0
ncih716_jc_ctrl_2_28,NCI-H716,223,223,0,0
ncih716_jc_ctrl_2_29,NCI-H716,214,214,0,0
ncih716_jc_ctrl_2_3,NCI-H716,398,398,0,0
ncih716_jc_ctrl_2_30,NCI-H716,71,71,0,0
ncih716_jc_ctrl_2_31,NCI-H716,148,148,0,0
ncih716_jc_ctrl_2_32,NCI-H716,132,132,0,0
ncih716_jc_ctrl_2_33,NCI-H716,176,176,0,0
ncih716_jc_ctrl_2_34,NCI-H716,240,240,0,0
ncih716_jc_ctrl_2_35,NCI-H716,381,375,6,6
ncih716_jc_ctrl_2_36,NCI-H716,262,262,0,0
ncih716_jc_ctrl_2_37,NCI-H716,469,468,1,1
ncih716_jc_ctrl_2_38,NCI-H716,195,195,0,0
ncih716_jc_ctrl_2_39,NCI-H716,273,273,0,0
ncih716_jc_ctrl_2_4,NCI-H716,60,60,0,0
ncih716_jc_ctrl_2_40,NCI-H716,92,89,3,3
ncih716_jc_ctrl_2_41,NCI-H716,137,132,5,5
ncih716_jc_ctrl_2_42,NCI-H716,205,203,2,2
ncih716_jc_ctrl_2_43,NCI-H716,144,144,0,0
ncih716_jc_ctrl_2_44,NCI-H716,145,145,0,0
ncih716_jc_ctrl_2_45,NCI-H716,180,179,1,1
ncih716_jc_ctrl_2_46,NCI-H716,72,72,0,0
ncih716_jc_ctrl_2_47,NCI-H716,135,135,0,0
ncih716_jc_ctrl_2_48,NCI-H716,322,322,0,0
ncih716_jc_ctrl_2_49,NCI-H716,169,169,0,0
ncih716_jc_ctrl_2_5,NCI-H716,371,368,3,3
ncih716_jc_ctrl_2_50,NCI-H716,177,177,0,0
